-,-,-
-324, -153, 797
-268, -130, 790
-189, -81, 818
-116, 10, 854
-101, 74, 839
-219, 80, 903
-219, 80, 903
-325, -51, 954
-378, -129, 975
-405, -29, 995
-427, 43, 1015
-513, 4, 974
-573, -88, 862
-569, -127, 771
-576, -70, 719
-576, -70, 719
-618, -48, 752
-703, -135, 825
-759, -234, 865
-788, -310, 947
-787, -307, 995
-816, -329, 1050
-878, -429, 1089
-954, -577, 1086
-972, -639, 982
-908, -553, 871
-872, -496, 813
-802, -479, 745
-732, -429, 676
-598, -309, 634
-557, -464, 674
-560, -473, 675
-330, -213, 796
-166, -105, 810
-,-,-
-322, -8, 856
-322, -8, 856
-300, -32, 891
-222, 18, 941
-135, 116, 932
-88, 188, 925
-112, 241, 959
-138, 341, 923
-159, 320, 946
-159, 320, 946
-295, 171, 1001
-434, -42, 970
-545, -155, 867
-565, -154, 890
-686, -232, 935
-802, -336, 957
-856, -412, 982
-855, -466, 1004
-864, -494, 1017
-861, -506, 1020
-861, -480, 1015
-799, -375, 938
-712, -296, 888
-678, -304, 872
-747, -454, 888
-717, -457, 892
-634, -384, 864
-587, -379, 834
-533, -350, 783
-440, -279, 766
-377, -293, 712
-338, -334, 690
-287, -285, 786
-166, -185, 806
-107, -95, 811
-107, -95, 811
-123, -58, 748
-,-,-
-193, 192, 913
-185, 178, 934
-164, 102, 1006
-119, 177, 1040
-119, 177, 1040
-126, 181, 1082
-160, 177, 1160
-109, 367, 1148
-110, 474, 1007
-196, 372, 917
-321, 151, 954
-467, -59, 1028
-604, -254, 1022
-696, -303, 982
-715, -357, 991
-801, -455, 1013
-828, -489, 1016
-860, -546, 1037
-898, -630, 997
-821, -527, 966
-738, -426, 900
-687, -392, 862
-609, -305, 827
-447, -170, 788
-335, -76, 803
-352, -153, 836
-255, -93, 837
-188, -34, 857
-188, -34, 857
-160, -72, 806
-189, -310, 819
-93, -175, 841
10, 24, 927
-38, -41, 877
-36, -153, 808
7, -72, 862
7, -72, 862
-,-,-
-181, 59, 891
-181, 59, 891
-182, 11, 861
-102, 21, 849
-45, 93, 882
7, 96, 899
55, 120, 963
55, 120, 963
-34, 104, 1053
-90, 120, 1084
-141, 122, 1086
-206, 163, 1061
-288, 156, 1070
-422, 76, 1143
-533, 11, 1130
-604, -13, 1050
-675, -50, 1002
-675, -50, 1002
-761, -119, 1025
-812, -187, 1006
-829, -263, 1017
-773, -287, 934
-773, -287, 934
-760, -268, 938
-787, -350, 931
-816, -412, 922
-730, -350, 942
-630, -270, 896
-560, -222, 870
-515, -242, 796
-459, -240, 759
-358, -164, 777
-220, -95, 816
-119, -87, 788
-149, -288, 788
-59, -226, 801
79, -70, 907
-,-,-
-96, 249, 821
-131, 74, 813
-37, 113, 862
94, 140, 905
87, 136, 947
87, 136, 947
111, 93, 913
89, 105, 900
57, 162, 866
3, 192, 823
3, 192, 823
-122, 114, 822
-284, 24, 826
-454, -38, 949
-608, -67, 994
-721, -90, 1014
-786, -154, 1126
-852, -251, 1209
-889, -316, 1251
-930, -358, 1294
-886, -408, 1314
-863, -387, 1211
-804, -369, 1107
-736, -289, 1023
-684, -236, 937
-641, -260, 878
-582, -252, 850
-504, -228, 791
-504, -228, 791
-451, -217, 745
-354, -153, 750
-240, -77, 780
-178, -83, 744
-217, -244, 690
-162, -191, 741
-54, -15, 804
17, 36, 806
77, 78, 818
77, 78, 818
70, 29, 904
-,-,-
-199, 25, 899
-199, 25, 899
-123, 50, 907
-86, 101, 878
-69, 71, 869
-97, 66, 934
-96, 146, 950
-96, 146, 950
-93, 193, 951
-216, 116, 1014
-318, 31, 1049
-364, 17, 987
-394, 80, 900
-464, 77, 861
-464, 77, 861
-568, 30, 899
-663, -47, 970
-737, -125, 1028
-795, -189, 1064
-843, -257, 1116
-838, -307, 1127
-787, -275, 1114
-762, -259, 1049
-707, -222, 952
-705, -280, 902
-690, -318, 874
-611, -276, 881
-499, -223, 859
-406, -151, 834
-378, -174, 815
-312, -216, 810
-210, -185, 835
-167, -225, 805
-70, -138, 820
63, 22, 823
63, 22, 823
102, 35, 797
135, -5, 805
82, -108, 882
102, -128, 964
102, -128, 964
-,-,-
-89, 286, 716
-112, 205, 739
-67, 175, 761
-67, 175, 761
-62, 180, 817
-87, 128, 891
-147, 94, 974
-144, 173, 998
-114, 236, 988
-136, 335, 1036
-210, 311, 1049
-210, 311, 1049
-303, 285, 1051
-418, 202, 1049
-487, 157, 1035
-659, 59, 1078
-709, -91, 1077
-853, -199, 1060
-888, -324, 1058
-878, -344, 1030
-842, -364, 989
-826, -367, 902
-786, -390, 838
-763, -394, 793
-667, -319, 744
-596, -246, 756
-508, -209, 763
-459, -233, 753
-385, -205, 750
-241, -82, 774
-152, 10, 773
-108, 33, 802
-108, 33, 802
-66, 22, 843
-30, 24, 887
22, 35, 930
30, 44, 930
30, 44, 930
-,-,-
-116, 179, 703
-44, 171, 758
-4, 187, 797
-4, 160, 820
-47, 121, 826
-2, 133, 843
-2, 133, 843
79, 243, 903
56, 454, 1076
1, 566, 1127
